state_name,state_abbreviation,county_name,market_name,market_description,market_address,market_city,market_zipcode,market_latitude,market_longitude,market_open_days,market_open_time,market_close_time,market_website,market_phone,market_email,image_url,image_link
California,CA,Napa,Napa Farmers Market,"A certified farmers market offering a wide array of local produce, artisanal goods, and prepared foods.",195 Third St,Napa,94559,38.2965,-122.2891,"Tuesday,Saturday",08:00:00,12:30:00,https://napafarmersmarket.org,707-252-7140,info@napafarmersmarket.org,https://tse3.mm.bing.net/th/id/OIP.FcELt099qsJ0ktfH41iopwHaDt?pid=Api&P=0&w=300&h=300,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fill,h_750,q_75,w_1000/v1/clients/napavalley/Napa_Valley_Farmers_Markets_e1472588315188_9764b2fe-51c2-498a-ae09-48462df62e6a.jpg"
California,CA,Napa,St. Helena Farmers Market,"A charming weekly market featuring local produce, baked goods, and artisan crafts.","1010 Grayson Ave, Crane Park",St. Helena,94574,38.5034,-122.4839,Friday,07:30:00,11:30:00,https://www.shfm.org,707-486-0158,farmersmarket@shfm.org,https://tse2.mm.bing.net/th/id/OIP.gYLpblisPyHBwyewsbexCAHaFc?pid=Api&P=0&w=300&h=300,"https://assets.simpleviewinc.com/simpleview/image/upload/c_limit,h_1200,q_75,w_1200/v1/crm/napavalley/farmers-market_4225F581-5056-A36A-083B3DEDB1138244_422ca797-5056-a36a-08ebb7ca13a8adb8.jpg"
California,CA,Napa,Calistoga Farmers Market,"A small, community-focused market featuring fresh, seasonal produce from local farms.",1333 Washington St,Calistoga,94515,38.5779,-122.5804,Saturday,09:00:00,12:00:00,https://www.calistogafarmersmarket.org,707-339-4467,info@calistogafarmersmarket.org,https://tse2.mm.bing.net/th/id/OIP.1-QNJfFq0_YoOwj7ZcEgogHaE8?pid=Api&P=0&w=300&h=300,https://images.squarespace-cdn.com/content/v1/5cb0e3b493a6324794474462/1685169770927-N33MHEZ3BKMWJJKSI81D/No+Bull+Beekeeping.JPG
California,CA,Marin,Marin Farmers Market,"Marin's largest farmers market, featuring local farms, artisans, and food vendors. Operates year-round.",3501 Civic Center Dr,San Rafael,94903,38.0069,-122.5292,"Thursday, Sunday",08:00:00,13:00:00,https://www.agriculturalinstitute.org/marin-farmers-market,415-472-2059,info@agriculturalinstitute.org,https://tse1.mm.bing.net/th/id/OIP.q0Z1OJVMr4JOSZChK7gCigHaGe?pid=Api&P=0&w=300&h=300,https://www.marinmommies.com/sites/default/files/stories/farmers-market-marin.jpg
California,CA,Marin,Mill Valley Farmers Market,"A vibrant local market featuring fresh produce, prepared foods, and artisan goods.",750 Redwood Hwy,Mill Valley,94941,37.9069,-122.5226,Friday,09:30:00,14:30:00,https://www.agriculturalinstitute.org/mill-valley-farmers-market,415-472-2059,info@agriculturalinstitute.org,https://tse2.mm.bing.net/th/id/OIP.CT4_WGOVEkcnrYZWtORweAHaFj?pid=Api&P=0&w=300&h=300,https://s3-media0.fl.yelpcdn.com/bphoto/Lp0q-l9WGN6sR93eQpYOlQ/o.jpg
California,CA,Marin,Ross Valley Farmers Market,"Community farmers market offering fresh produce, flowers, and local products. Seasonal.",1000 Sir Francis Drake Blvd,San Anselmo,94960,37.9658,-122.5694,Thursday,17:00:00,20:00:00,https://www.agriculturalinstitute.org/ross-valley-farmers-market,415-472-2059,info@agriculturalinstitute.org,https://tse4.mm.bing.net/th/id/OIP.lP8W__YWl5RuN3NqkFn-4gHaEK?pid=Api&P=0&w=300&h=300,https://gvfarmersmarket.org/wp-content/uploads/2023/04/308649061_1036205837067751_7897289105089037544_n-1024x1004.jpg
California,CA,Marin,Novato Certified Farmers Market,"A local market in downtown Novato, offering a variety of farm-fresh produce and artisanal goods. Seasonal.",7th St & Grant Ave,Novato,94945,38.1068,-122.5684,Tuesday,16:00:00,20:00:00,https://www.novato.org/our-city/downtown-novato/novato-farmers-market,415-897-1110,info@novatochamber.com,https://tse2.mm.bing.net/th/id/OIP.VUJdL0EK11UCVfB4mw1hCwHaEK?pid=Api&P=0&w=300&h=300,https://cdn.patchcdn.com/users/60473/2013/08/T800x600/3d3096d154ec52a73fbc3884ff25080b.jpg
California,CA,Marin,Corte Madera Certified Farmers Market,"Features local farms and food producers, located at Town Center.",100 Corte Madera Town Center,Corte Madera,94925,37.9157,-122.5152,Wednesday,12:00:00,17:00:00,https://www.agriculturalinstitute.org/corte-madera-farmers-market,415-472-2059,info@agriculturalinstitute.org,https://tse1.mm.bing.net/th/id/OIP.JK5Ru5DwzYjWmE2VOlfWCgHaEq?pid=Api&P=0&w=300&h=300,https://www.marincountyvisitor.com/wp-content/uploads/2024/11/Corte-Madera-Farmers-Market-1024x536.jpg
California,CA,Marin,Point Reyes Farmers Market,"A small, community-focused market in West Marin, celebrating local agriculture and food. Seasonal.",11250 CA-1,Point Reyes Station,94956,38.0709,-122.8093,Saturday,09:00:00,13:00:00,http://pointreyesfarmersmarket.org/,,info@pointreyesfarmersmarket.org,https://tse1.mm.bing.net/th/id/OIP.AGLORrmuqYVlEM-LWGcJMgHaGa?pid=Api&P=0&w=300&h=300,https://images.squarespace-cdn.com/content/v1/5fd7b5e8b59b81291926f482/15d3713c-965f-47fb-918f-e548d4bf83ff/246_PointReyesFarmersMrkt_AIM_07272024_paigegreen.jpeg
California,CA,San Francisco,Ferry Plaza Farmers Market,"Year-round farmers market operated by CUESA at the iconic Ferry Building, offering a wide selection of local produce, artisanal foods, and prepared meals. Open Tuesdays, Thursdays, and Saturdays.",One Ferry Building,San Francisco,94111,37.7958,-122.3934,Tuesday, Thursday, Saturday,08:00:00,14:00:00,http://cuesa.org/ferry-building-farmers-market,https://tse4.mm.bing.net/th/id/OIP.0WkvwMEsuA6wzUOpGddhqgHaEA?pid=Api&P=0&w=300&h=300,https://foodwise.org/wp-content/uploads/2022/07/FPFM_Ferry_Building_Amanda_Lynn.jpg
California,CA,San Francisco,Heart of the City Farmers Market,"Non-profit, farmer-operated farmers market held in Civic Center's United Nations Plaza, dedicated to supporting local farmers and providing fresh produce to diverse communities. Open Wednesdays and Sundays.","United Nations Plaza, Hyde St & Market St",San Francisco,94102,37.7801,-122.414,Wednesday, Sunday,07:00:00,17:30:00,http://www.heartofthecity.org,415-558-9455,https://tse3.mm.bing.net/th/id/OIP.h3SviNVAt7PBnM7NfDeGowHaFj?pid=Api&P=0&w=300&h=300,https://sfciviccenter.org/wp-content/uploads/2020/10/Screen-Shot-2023-08-03-at-8.48.33-AM-e1691077857107.png
California,CA,San Francisco,Fort Mason Center Farmers Market,"Sunday market with a scenic bayside setting at Fort Mason Center, featuring fresh produce, artisan foods, and prepared dishes.","2 Marina Blvd, Fort Mason Center",San Francisco,94123,37.8055,-122.4278,Sunday,09:30:00,13:30:00,http://farmermrkt.com/fort-mason-farmers-market,415-472-2055,info@farmermrkt.com,https://tse4.mm.bing.net/th/id/OIP.LUg5IGrPL0evyWcQgaY_vwHaE6?pid=Api&P=0&w=300&h=300,https://images.squarespace-cdn.com/content/v1/54b3f75ee4b0cdf625ece0b0/1432658745912-IGMFF0NBK8T9FXS4FFCD/FMC+mkt+and+building.JPG
California,CA,San Francisco,Noe Valley Farmers Market,"Community-focused neighborhood market in Noe Valley, offering fresh produce, flowers, and local goods every Saturday.",3861 24th St,San Francisco,94114,37.7505,-122.4348,Saturday,08:00:00,13:00:00,http://www.noevalleyfarmersmarket.com,415-248-6090,info@noevalleyfarmersmarket.com,https://tse4.mm.bing.net/th/id/OIP.p78Kv222PDDoSJO3oYGThwHaE5?pid=Api&P=0&w=300&h=300,https://s.hdnux.com/photos/43/16/42/9234607/4/2400x0.jpg
California,CA,San Francisco,Clement Street Farmers Market,"Sunday market in the Inner Richmond neighborhood, offering fresh, seasonal produce from local farms.",2400 Clement St (between 3rd and 4th Ave),San Francisco,94121,37.7818,-122.493,Sunday,09:00:00,14:00:00,http://www.agriculturalinstitute.org/clement-street,800-949-3276,info@agriculturalinstitute.org,https://tse1.mm.bing.net/th/id/OIP.jNhGikxaUSgezC8Cc1nt0gHaEK?pid=Api&P=0&w=300&h=300,https://static01.nyt.com/images/2022/07/15/multimedia/15californiatoday-top01/15californiatoday-top01-jumbo.jpg?quality=75&auto=webp
California,CA,San Francisco,Inner Sunset Farmers Market,"A vibrant Sunday market in the Inner Sunset featuring local produce, prepared foods, and artisan goods, part of Sunset Mercantile.",1316 9th Ave (at Irving St),San Francisco,94122,37.7634,-122.4673,Sunday,09:00:00,13:00:00,http://www.sunsetmercantile.com/inner-sunset-farmers-market,415-465-9275,info@sunsetmercantile.com,https://tse2.mm.bing.net/th/id/OIP.su38rtysUl02id4mcEKvSwHaFY?pid=Api&P=0&w=300&h=300,https://s3-media0.fl.yelpcdn.com/bphoto/YoDvN8L227NzbEnB_CtJSw/o.jpg
California,CA,San Francisco,Castro Farmers Market,"Seasonal Wednesday afternoon market in the Castro District, providing fresh produce and specialty items to the community.",Noe St & Market St,San Francisco,94114,37.7628,-122.4357,Wednesday (Seasonal, typically April-November),15:00:00,19:00:00,http://www.agriculturalinstitute.org/castro,800-949-3276,https://tse2.mm.bing.net/th/id/OIP.9An07L50Zl0u17IDoovZ0AHaE8?pid=Api&P=0&w=300&h=300,https://s3.amazonaws.com/siteninja/multitenant/images/55662/images/original/1412424_1239004212793122_6236585233255105488_o.jpg?1454922578
California,CA,San Francisco,Alemany Certified Farmers Market,"Established in 1947, California's first and longest-running certified farmers market, offering a vast array of fresh produce and goods every Saturday.",100 Alemany Blvd,San Francisco,94110,37.7397,-122.4148,Saturday,06:00:00,15:00:00,,415-647-2380,,https://tse2.mm.bing.net/th/id/OIP.uOt4me7qnfvpbCoPkuhZwAHaFj?pid=Api&P=0&w=300&h=300,https://s3-media0.fl.yelpcdn.com/bphoto/2jlqaqpwG6stu7bPjg76eQ/348s.jpg
